Age,Gender,Education Level,Marital Status,Income,Credit Score,Loan Amount,Loan Purpose,Employment Status,Years at Current Job,Payment History,Debt-to-Income Ratio,Assets Value,Number of Dependents,Previous Defaults,Marital Status Change,Risk Rating
34,Female,Bachelor's,Single,42064.0,760.0,39482.0,Personal,Employed,0,Excellent,0.2019002194960407,243318.0,0.0,3.0,2,Low
60,Female,PhD,Married,80883.0,699.0,46731.0,Auto,Employed,12,Excellent,0.56123342840554,200074.0,3.0,,2,Medium
43,Female,PhD,Widowed,31231.0,712.0,48935.0,Personal,Employed,8,Good,0.1075065203513328,277314.0,2.0,3.0,0,Medium
47,Male,Bachelor's,Married,85651.0,799.0,17157.0,Auto,Unemployed,2,Fair,0.5419208655938658,200136.0,3.0,3.0,0,Medium
48,Male,PhD,Single,91982.0,602.0,33381.0,Home,Unemployed,7,Poor,0.5237666711297408,,,3.0,1,Low
45,Male,Bachelor's,Divorced,85839.0,686.0,29177.0,Business,Self-employed,11,Excellent,0.2600552130780492,114053.0,0.0,4.0,0,Low
20,Non-binary,Bachelor's,Single,109590.0,625.0,41449.0,Personal,Self-employed,16,Fair,0.519828253285117,114922.0,1.0,4.0,2,Low
43,Non-binary,Bachelor's,Widowed,68960.0,675.0,25542.0,Personal,Employed,10,Good,0.4362799956472334,60758.0,,2.0,2,Medium
47,Non-binary,High School,Single,58217.0,658.0,15328.0,Business,Unemployed,11,Poor,0.5254072582178596,169695.0,0.0,0.0,0,Medium
47,Male,Master's,Widowed,105237.0,,14212.0,Personal,Unemployed,2,Fair,0.3023551982481515,265480.0,4.0,1.0,1,Low
52,Non-binary,Master's,Widowed,80656.0,710.0,46162.0,Personal,Self-employed,0,Excellent,0.578239275358652,,1.0,0.0,2,Medium
49,Non-binary,Bachelor's,Married,105916.0,750.0,6324.0,Personal,Unemployed,17,Poor,0.2699844587932528,89195.0,2.0,1.0,1,High
35,Non-binary,PhD,Widowed,111627.0,630.0,39992.0,Home,Employed,14,Poor,0.3948826482204984,200110.0,1.0,,0,Medium
33,Male,Master's,Married,50374.0,,,Business,Self-employed,18,Good,0.4316511130239837,176978.0,2.0,1.0,2,Medium
50,Female,Bachelor's,Single,29879.0,,34733.0,Business,Employed,13,Excellent,0.3555641448794618,133149.0,0.0,1.0,0,Low
42,Male,Master's,Married,,,10737.0,Personal,Unemployed,1,Excellent,0.416293949578742,202129.0,3.0,1.0,0,Medium
62,Non-binary,Master's,Single,74850.0,650.0,17324.0,Personal,Self-employed,14,Excellent,0.1912766746085446,151244.0,0.0,0.0,2,Low
56,Male,PhD,Widowed,62530.0,754.0,,Home,Employed,0,Excellent,0.259699331197358,248213.0,3.0,3.0,0,Medium
40,Male,Bachelor's,Single,90179.0,693.0,32825.0,Personal,Self-employed,5,Good,0.5841473446063327,129600.0,3.0,4.0,1,Low
53,Non-binary,High School,Widowed,117507.0,685.0,45544.0,Auto,Self-employed,11,Good,0.3757826517216768,228273.0,0.0,,1,Low
31,Male,High School,Married,34002.0,738.0,23618.0,Home,Unemployed,6,Fair,0.1730556802907323,269695.0,3.0,2.0,1,Low
33,Non-binary,Master's,Married,74333.0,693.0,47328.0,Personal,Unemployed,5,Poor,0.5220940826849315,111726.0,,1.0,0,Low
58,Male,High School,Divorced,109067.0,790.0,35949.0,Home,Self-employed,14,Poor,0.3982113524904394,206088.0,,1.0,0,Medium
47,Female,Master's,Married,54022.0,775.0,9445.0,Business,Employed,12,Fair,0.244654441571012,177570.0,1.0,,1,Low
24,Non-binary,PhD,Divorced,67278.0,742.0,13704.0,Auto,Self-employed,2,Excellent,0.4992350547189412,171149.0,,,2,Medium
48,Male,Master's,Divorced,37540.0,673.0,34317.0,Home,Employed,7,Poor,0.5059027255840258,32715.0,4.0,4.0,1,Medium
24,Female,PhD,Single,,698.0,48874.0,Personal,Self-employed,11,Poor,0.2461529511005885,45045.0,0.0,,2,Medium
33,Non-binary,High School,Divorced,71171.0,642.0,,Personal,Employed,17,Excellent,0.4438352002686788,152710.0,3.0,1.0,1,High
55,Non-binary,High School,Divorced,98283.0,650.0,42997.0,Auto,Unemployed,17,Fair,0.4866386788511888,178174.0,4.0,0.0,0,Low
65,Male,High School,Single,27826.0,736.0,43125.0,Auto,Employed,18,Good,0.2531614675810945,118770.0,0.0,3.0,1,Medium
37,Male,High School,Single,96730.0,,28500.0,Personal,Self-employed,19,Excellent,0.1423855136275502,281303.0,2.0,4.0,0,Medium
38,Female,PhD,Divorced,84934.0,720.0,,Auto,Employed,6,Good,0.4779759514723357,116141.0,2.0,3.0,1,Low
54,Non-binary,Master's,Single,62296.0,744.0,23778.0,Business,Self-employed,1,Excellent,0.2030528066711464,173854.0,0.0,1.0,0,High
37,Female,PhD,Married,111551.0,632.0,10074.0,Business,Employed,6,Excellent,0.5873779202396134,66221.0,,2.0,0,Medium
52,Male,Bachelor's,Widowed,47260.0,608.0,23857.0,Home,Employed,6,Poor,0.346898528068047,,1.0,4.0,1,Low
33,Male,Bachelor's,Divorced,65538.0,646.0,,Personal,Employed,12,Excellent,0.5880805760404626,35469.0,3.0,3.0,0,Low
50,Female,High School,Single,100352.0,621.0,,Personal,Employed,18,Good,0.4442524504401147,171041.0,1.0,3.0,1,Medium
30,Female,Bachelor's,Widowed,113925.0,611.0,48919.0,Business,Unemployed,19,Poor,0.4709401663478705,28459.0,,3.0,1,Low
25,Male,Bachelor's,Divorced,81971.0,646.0,48870.0,Personal,Employed,18,Excellent,0.3774569789404131,,4.0,,0,High
42,Female,Bachelor's,Widowed,47774.0,,,Auto,Unemployed,0,Excellent,0.5094418064305664,275648.0,,1.0,2,High
30,Non-binary,Master's,Widowed,114499.0,779.0,40584.0,Auto,Self-employed,6,Fair,0.284052613918844,76919.0,3.0,2.0,1,Low
19,Female,Bachelor's,Single,83471.0,793.0,8810.0,Personal,Self-employed,14,Excellent,0.5115467956413187,145761.0,4.0,1.0,0,Low
46,Non-binary,Master's,Widowed,56080.0,702.0,,Auto,Employed,13,Fair,0.2270394426708583,57488.0,0.0,3.0,1,Low
44,Non-binary,High School,Widowed,21320.0,733.0,34540.0,Home,Unemployed,4,Fair,0.3360448232179642,,3.0,0.0,1,Low
54,Female,Bachelor's,Divorced,54560.0,760.0,30826.0,Auto,Employed,11,Poor,0.5682172477963229,21537.0,,2.0,2,Low
19,Female,Master's,Divorced,115381.0,727.0,40970.0,Auto,Self-employed,14,Good,0.451811592453071,291530.0,1.0,0.0,0,Low
40,Non-binary,High School,Single,75122.0,,33345.0,Business,Employed,16,Good,0.3218671615736449,,4.0,0.0,0,Medium
43,Male,Master's,Divorced,81683.0,693.0,10316.0,Home,Employed,2,Good,0.351319135495249,28304.0,3.0,0.0,0,Low
67,Male,Bachelor's,Single,104661.0,771.0,8751.0,Personal,Employed,7,Good,0.5085360756482282,100251.0,0.0,,1,Medium
51,Non-binary,Master's,Widowed,72299.0,676.0,37088.0,Auto,Unemployed,3,Fair,0.5466745274811823,163332.0,,2.0,2,Medium
34,Non-binary,Master's,Married,78630.0,695.0,48757.0,Personal,Self-employed,12,Fair,0.4302500383848775,,2.0,1.0,1,Low
19,Male,Master's,Widowed,106009.0,681.0,22351.0,Business,Self-employed,2,Excellent,0.5872100528948899,162947.0,,4.0,0,Low
25,Non-binary,Master's,Single,37330.0,797.0,28892.0,Personal,Unemployed,11,Excellent,0.4511427596117617,247877.0,3.0,2.0,1,Medium
59,Non-binary,Bachelor's,Single,,688.0,25432.0,Business,Unemployed,15,Good,0.5407465340976049,275015.0,4.0,4.0,0,Medium
32,Female,PhD,Single,99688.0,732.0,12429.0,Home,Unemployed,8,Poor,0.4302340031734621,267072.0,0.0,3.0,2,Medium
44,Female,Master's,Single,,791.0,30191.0,Home,Unemployed,13,Good,0.174938787228433,263286.0,3.0,4.0,1,Low
28,Male,High School,Single,,690.0,29992.0,Home,Self-employed,3,Poor,0.1129886520664324,,1.0,1.0,2,Low
60,Male,PhD,Married,114018.0,636.0,28620.0,Business,Employed,1,Excellent,0.2610442617998637,38980.0,3.0,1.0,1,Medium
43,Female,PhD,Divorced,88309.0,724.0,7848.0,Auto,Self-employed,10,Excellent,0.2534304907639844,103243.0,4.0,,2,Low
51,Non-binary,High School,Divorced,62262.0,606.0,6667.0,Personal,Unemployed,4,Good,0.5451895423433741,268305.0,,1.0,1,Low
60,Female,High School,Widowed,35070.0,642.0,,Personal,Self-employed,6,Good,0.5610005515527436,294768.0,2.0,2.0,2,Medium
35,Female,PhD,Single,39629.0,622.0,9537.0,Home,Unemployed,2,Fair,0.5243581890459524,48636.0,1.0,4.0,0,Low
69,Non-binary,Bachelor's,Single,98672.0,792.0,5228.0,Home,Self-employed,1,Good,0.4846135716399774,,1.0,,1,Low
59,Male,High School,Divorced,83094.0,,,Home,Unemployed,6,Excellent,0.1852788189558878,268737.0,1.0,2.0,2,Low
42,Female,High School,Widowed,35203.0,726.0,34541.0,Auto,Unemployed,5,Poor,0.5564764163350343,252977.0,0.0,,1,Medium
29,Male,Master's,Single,67940.0,618.0,31030.0,Home,Unemployed,12,Poor,0.383985345433954,,1.0,2.0,0,Low
38,Male,PhD,Divorced,,697.0,5209.0,Personal,Employed,15,Poor,0.4469233866059633,,2.0,1.0,1,Low
66,Female,High School,Single,61291.0,639.0,7908.0,Personal,Unemployed,12,Poor,0.1689996934308512,33810.0,1.0,3.0,2,Low
27,Female,Bachelor's,Widowed,42327.0,655.0,,Business,Employed,0,Excellent,0.4376155320444385,90257.0,3.0,0.0,0,Medium
43,Male,PhD,Married,100562.0,785.0,,Home,Self-employed,14,Poor,0.1934127158664134,155884.0,4.0,2.0,0,Low
46,Female,Master's,Married,34284.0,775.0,26340.0,Personal,Self-employed,14,Fair,0.4003539906935994,64156.0,4.0,0.0,2,Medium
33,Male,Master's,Married,115066.0,799.0,31359.0,Home,Self-employed,5,Excellent,0.2285691526903416,142354.0,,4.0,1,Low
43,Male,PhD,Divorced,26441.0,,49939.0,Home,Unemployed,1,Excellent,0.4154774275052979,169702.0,0.0,0.0,2,Low
28,Non-binary,Bachelor's,Divorced,98311.0,689.0,34763.0,Business,Employed,8,Excellent,0.3886654611622202,216062.0,0.0,3.0,2,Low
67,Male,Bachelor's,Widowed,63148.0,660.0,16704.0,Auto,Self-employed,0,Fair,0.3343446208767886,40643.0,0.0,4.0,2,Low
27,Non-binary,PhD,Married,114436.0,775.0,39216.0,Business,Employed,7,Excellent,0.1020129918033685,158498.0,,2.0,1,Low
28,Male,Bachelor's,Single,94693.0,718.0,20928.0,Business,Unemployed,5,Fair,0.3238498114865585,257028.0,2.0,4.0,2,Low
68,Non-binary,High School,Widowed,117284.0,716.0,44218.0,Business,Self-employed,19,Excellent,0.3072464069514689,,0.0,,0,High
48,Non-binary,High School,Married,,694.0,9370.0,Personal,Employed,8,Poor,0.356450659835436,,1.0,2.0,0,Medium
20,Female,PhD,Married,102245.0,686.0,33967.0,Business,Unemployed,4,Fair,0.1926807724813683,116854.0,,2.0,2,Medium
27,Male,High School,Single,88173.0,746.0,14800.0,Personal,Self-employed,8,Fair,0.5387122455816609,289092.0,0.0,1.0,1,Low
34,Non-binary,High School,Married,70807.0,745.0,39572.0,Business,Employed,18,Good,0.43397527425466,130451.0,3.0,4.0,0,Low
66,Non-binary,Bachelor's,Single,22944.0,668.0,44767.0,Auto,Employed,7,Excellent,0.4484018977599556,31159.0,0.0,,2,Medium
53,Male,PhD,Married,29475.0,725.0,,Home,Employed,6,Poor,0.1120032811039175,189327.0,4.0,0.0,0,Low
51,Male,Bachelor's,Widowed,102141.0,636.0,,Business,Unemployed,5,Good,0.4937684324185781,161711.0,4.0,2.0,0,Medium
38,Female,High School,Divorced,99314.0,656.0,17158.0,Personal,Self-employed,8,Excellent,0.1238895680975468,162247.0,4.0,2.0,1,Low
48,Male,Bachelor's,Single,25465.0,671.0,36672.0,Auto,Self-employed,8,Fair,0.2550030567948225,237546.0,4.0,1.0,1,Medium
40,Female,High School,Widowed,104766.0,688.0,35808.0,Business,Employed,15,Poor,0.3207683159201678,198067.0,1.0,4.0,1,High
66,Non-binary,High School,Widowed,94099.0,,41008.0,Business,Employed,15,Poor,0.2248052871214316,137990.0,1.0,2.0,1,Medium
25,Non-binary,Bachelor's,Married,95630.0,,47368.0,Personal,Unemployed,17,Fair,0.466649869461561,187156.0,,1.0,1,High
52,Male,Bachelor's,Widowed,89806.0,,28542.0,Personal,Self-employed,8,Good,0.2812390082029451,121092.0,3.0,2.0,0,Low
69,Female,Master's,Divorced,118995.0,787.0,14398.0,Auto,Employed,15,Good,0.4882737268660916,148047.0,0.0,3.0,1,Medium
31,Non-binary,High School,Widowed,63322.0,773.0,8074.0,Business,Employed,5,Fair,0.3814670979124803,267802.0,3.0,1.0,0,High
58,Non-binary,High School,Divorced,100845.0,606.0,9288.0,Auto,Self-employed,19,Poor,0.1078253261160716,,0.0,4.0,2,Medium
43,Female,Master's,Single,34821.0,775.0,22889.0,Personal,Unemployed,18,Good,0.1187215803827614,278194.0,0.0,3.0,2,High
51,Female,PhD,Divorced,23477.0,612.0,,Auto,Unemployed,8,Fair,0.2935992868491754,,4.0,,0,Medium
19,Male,Master's,Divorced,33054.0,,,Business,Unemployed,3,Fair,0.5110798297646241,204538.0,0.0,,2,Medium
66,Non-binary,Master's,Divorced,,687.0,5387.0,Business,Self-employed,13,Fair,0.1390440294635619,,1.0,1.0,1,Low
18,Non-binary,High School,Widowed,99671.0,669.0,30460.0,Personal,Unemployed,18,Poor,0.4338122306863922,25531.0,1.0,1.0,1,Medium
56,Male,High School,Widowed,73953.0,710.0,42364.0,Home,Self-employed,1,Good,0.5557708494787811,152625.0,1.0,2.0,2,Medium
18,Non-binary,Master's,Widowed,71500.0,734.0,44400.0,Personal,Self-employed,14,Excellent,0.2481041989232198,127985.0,4.0,,0,Low
53,Female,PhD,Divorced,88669.0,720.0,17468.0,Home,Self-employed,6,Excellent,0.5759772163134455,199129.0,0.0,4.0,1,Low
39,Non-binary,High School,Widowed,98886.0,695.0,30101.0,Auto,Employed,17,Excellent,0.4419036818174605,200996.0,1.0,,2,Low
33,Non-binary,Bachelor's,Single,46953.0,627.0,23284.0,Business,Self-employed,7,Good,0.2331527183467255,192563.0,3.0,0.0,1,Medium
40,Male,Master's,Widowed,,627.0,,Personal,Self-employed,14,Good,0.4832048352442155,24340.0,0.0,0.0,1,Medium
41,Female,High School,Married,89852.0,676.0,27422.0,Home,Self-employed,9,Excellent,0.4862734112560449,205004.0,1.0,4.0,0,Low
62,Male,PhD,Divorced,87384.0,606.0,7297.0,Business,Self-employed,4,Good,0.450293387458166,232491.0,3.0,0.0,0,Low
32,Female,Bachelor's,Married,78360.0,608.0,47644.0,Home,Unemployed,1,Fair,0.112276192453256,271432.0,3.0,4.0,0,Low
24,Male,High School,Single,57488.0,777.0,26533.0,Personal,Employed,2,Fair,0.4081468029678367,,3.0,0.0,0,Medium
58,Non-binary,PhD,Widowed,64153.0,658.0,12202.0,Home,Employed,12,Fair,0.1792174240328648,186472.0,,0.0,2,Low
30,Non-binary,Master's,Married,55059.0,756.0,7413.0,Personal,Employed,5,Good,0.4948017785149837,29295.0,4.0,0.0,2,Low
59,Female,Master's,Married,77564.0,612.0,12357.0,Business,Employed,1,Good,0.4533944976000637,111458.0,0.0,2.0,1,Medium
69,Male,Master's,Widowed,,771.0,8974.0,Business,Employed,1,Good,0.1883383707669287,,,2.0,1,Low
43,Female,Master's,Married,104156.0,,30993.0,Auto,Unemployed,17,Fair,0.4911054738566092,181828.0,,4.0,1,Low
54,Female,Master's,Divorced,,642.0,22439.0,Home,Employed,12,Good,0.4508819458574961,136141.0,2.0,2.0,2,Low
67,Male,PhD,Single,,672.0,20203.0,Auto,Employed,1,Poor,0.2945900055223074,182768.0,0.0,0.0,1,Low
66,Male,Master's,Divorced,64764.0,600.0,25486.0,Auto,Employed,17,Good,0.4547958986000804,79556.0,1.0,1.0,0,Medium
32,Female,High School,Widowed,118580.0,636.0,13116.0,Home,Self-employed,7,Fair,0.1207131989379209,267284.0,3.0,0.0,1,Low
20,Female,High School,Married,41961.0,612.0,30866.0,Auto,Employed,11,Excellent,0.3001605546071649,294593.0,0.0,2.0,1,Low
35,Female,Master's,Divorced,84766.0,622.0,20645.0,Business,Unemployed,6,Fair,0.5075528820009602,77868.0,3.0,1.0,1,Medium
47,Female,Bachelor's,Married,100664.0,725.0,12939.0,Personal,Unemployed,2,Good,0.1435154937934451,258171.0,,1.0,1,Low
36,Non-binary,Master's,Divorced,44448.0,631.0,30975.0,Auto,Self-employed,18,Good,0.1942799330903714,130657.0,2.0,3.0,1,High
61,Male,PhD,Widowed,26518.0,759.0,21161.0,Personal,Employed,18,Poor,0.3239390581855962,135490.0,1.0,,0,Low
65,Non-binary,PhD,Single,,645.0,,Business,Unemployed,14,Poor,0.5699697582667732,118975.0,3.0,4.0,1,Medium
68,Female,High School,Single,113923.0,601.0,44653.0,Auto,Employed,1,Good,0.270090608883926,263788.0,2.0,2.0,2,High
22,Male,PhD,Divorced,107732.0,750.0,39235.0,Business,Unemployed,19,Excellent,0.2956580911847966,62184.0,4.0,,0,Medium
59,Female,Bachelor's,Divorced,117869.0,745.0,,Business,Employed,8,Fair,0.5505140990037956,,1.0,,1,Low
47,Male,Bachelor's,Married,36967.0,783.0,36845.0,Auto,Unemployed,11,Fair,0.4349245735064562,,2.0,,1,Medium
29,Female,Bachelor's,Married,58785.0,644.0,19414.0,Home,Employed,3,Poor,0.2103655356546122,71979.0,,1.0,1,Low
28,Male,Bachelor's,Single,83969.0,671.0,44332.0,Business,Employed,16,Fair,0.4570093904595059,88597.0,0.0,2.0,2,Low
66,Non-binary,PhD,Divorced,111109.0,664.0,16734.0,Auto,Unemployed,0,Fair,0.2011801732877351,246188.0,0.0,2.0,2,High
49,Non-binary,PhD,Married,24507.0,676.0,,Auto,Self-employed,5,Good,0.5619082917158309,131303.0,2.0,1.0,2,Low
36,Female,PhD,Widowed,52548.0,766.0,8458.0,Auto,Employed,11,Fair,0.2405132523018553,62171.0,1.0,3.0,1,Low
40,Non-binary,Bachelor's,Widowed,48287.0,610.0,25909.0,Home,Unemployed,10,Excellent,0.2260109873620839,119245.0,1.0,,2,Low
45,Female,High School,Divorced,,798.0,43226.0,Business,Unemployed,4,Excellent,0.5065758958960225,251522.0,0.0,2.0,0,Low
64,Male,PhD,Married,93471.0,784.0,23013.0,Auto,Employed,8,Good,0.2118590210701093,171215.0,2.0,,1,Low
56,Non-binary,High School,Divorced,36600.0,724.0,26718.0,Business,Unemployed,17,Excellent,0.1792159037823923,34116.0,4.0,4.0,0,Low
37,Female,Master's,Widowed,117778.0,,27540.0,Home,Unemployed,14,Poor,0.4780878874572154,254284.0,,1.0,0,Medium
55,Male,Bachelor's,Widowed,91114.0,,,Auto,Self-employed,12,Poor,0.28070910685823,235918.0,0.0,1.0,2,High
58,Male,Bachelor's,Widowed,24383.0,697.0,40312.0,Business,Employed,15,Fair,0.598183539523639,,3.0,1.0,2,Low
46,Male,PhD,Married,37986.0,741.0,5217.0,Personal,Unemployed,11,Excellent,0.2432690403561944,24766.0,4.0,2.0,2,Medium
66,Male,PhD,Married,100520.0,722.0,23612.0,Business,Self-employed,12,Good,0.3112332781503921,188023.0,0.0,,2,Low
27,Female,Bachelor's,Single,55423.0,785.0,10956.0,Personal,Employed,7,Fair,0.336585399635146,73141.0,4.0,1.0,1,Medium
68,Non-binary,High School,Widowed,107151.0,754.0,39626.0,Business,Employed,13,Fair,0.3020662013588515,147103.0,1.0,2.0,2,Low
54,Male,High School,Married,23794.0,754.0,42272.0,Personal,Unemployed,5,Good,0.534887509417937,273159.0,4.0,3.0,2,High
25,Male,Bachelor's,Single,107852.0,729.0,31976.0,Auto,Unemployed,13,Excellent,0.269008413623276,35531.0,2.0,,2,Medium
21,Female,Master's,Married,38047.0,752.0,40762.0,Home,Unemployed,4,Poor,0.343952590286385,233376.0,,2.0,0,Low
67,Female,High School,Single,,679.0,5317.0,Auto,Unemployed,12,Poor,0.3520024797627605,202102.0,4.0,4.0,0,Medium
50,Female,Bachelor's,Divorced,43324.0,725.0,16412.0,Business,Self-employed,0,Fair,0.3055125955200629,201283.0,,2.0,1,Low
44,Non-binary,PhD,Widowed,,794.0,36521.0,Personal,Self-employed,2,Fair,0.4186257253958168,122318.0,2.0,2.0,0,Low
22,Female,PhD,Divorced,64649.0,,38312.0,Personal,Self-employed,0,Good,0.4591642315828594,114375.0,0.0,0.0,2,Medium
39,Male,High School,Single,20530.0,,26736.0,Auto,Unemployed,11,Good,0.2406609342354698,137469.0,4.0,2.0,1,Medium
63,Male,Bachelor's,Divorced,117980.0,750.0,34913.0,Auto,Employed,14,Fair,0.3197139897659868,79180.0,4.0,4.0,0,Medium
19,Male,PhD,Married,105783.0,649.0,34842.0,Home,Unemployed,14,Excellent,0.1789303303236936,169091.0,4.0,3.0,0,High
54,Non-binary,PhD,Widowed,108291.0,708.0,,Personal,Self-employed,2,Good,0.269836564906131,155916.0,2.0,,2,Medium
66,Male,Bachelor's,Divorced,79893.0,641.0,8341.0,Personal,Employed,5,Excellent,0.1866961399534498,213287.0,4.0,4.0,0,Medium
66,Non-binary,Bachelor's,Divorced,21299.0,621.0,14131.0,Personal,Self-employed,17,Good,0.4952086849973851,272640.0,2.0,2.0,0,Low
45,Non-binary,Master's,Divorced,37829.0,618.0,29082.0,Personal,Employed,1,Good,0.156127673933398,44527.0,,4.0,2,Low
20,Male,PhD,Single,,643.0,47450.0,Auto,Employed,1,Excellent,0.5578945747491507,121853.0,2.0,,0,Low
65,Male,Bachelor's,Divorced,82713.0,658.0,15995.0,Home,Employed,2,Excellent,0.3335558835277427,77072.0,2.0,1.0,2,Low
59,Male,High School,Divorced,37373.0,743.0,12455.0,Home,Employed,9,Poor,0.3037330683816044,166261.0,2.0,1.0,1,Low
51,Male,Master's,Widowed,53921.0,787.0,36488.0,Personal,Unemployed,3,Good,0.5511114058517802,,4.0,3.0,1,Medium
48,Non-binary,High School,Married,,647.0,49953.0,Home,Self-employed,15,Excellent,0.1741267101667045,147097.0,2.0,3.0,2,Medium
47,Male,High School,Divorced,52577.0,625.0,33975.0,Home,Employed,7,Poor,0.257840383251475,190682.0,2.0,2.0,0,Low
38,Non-binary,Master's,Single,52903.0,736.0,37009.0,Personal,Unemployed,19,Good,0.472939030878014,291166.0,2.0,0.0,0,Medium
42,Male,High School,Single,91859.0,604.0,35264.0,Home,Self-employed,0,Poor,0.1097585316312334,,2.0,2.0,0,Medium
39,Female,Bachelor's,Widowed,36489.0,609.0,7961.0,Auto,Self-employed,9,Excellent,0.5914164314844833,181869.0,2.0,4.0,2,Low
41,Female,High School,Single,,,13475.0,Home,Employed,4,Fair,0.5341071298866911,,1.0,4.0,2,Medium
26,Female,PhD,Married,77589.0,,10887.0,Personal,Employed,14,Poor,0.4126949068686172,41745.0,2.0,,2,Low
44,Male,Bachelor's,Single,102757.0,,19965.0,Personal,Unemployed,7,Excellent,0.5678627508067463,81592.0,2.0,4.0,1,Medium
34,Male,High School,Widowed,104879.0,711.0,,Personal,Self-employed,8,Good,0.4889242579456796,271964.0,0.0,1.0,2,Medium
53,Male,Bachelor's,Married,32328.0,688.0,24731.0,Home,Self-employed,15,Fair,0.5880016532985659,294239.0,1.0,,0,Low
34,Male,Master's,Widowed,119430.0,690.0,14595.0,Auto,Employed,1,Good,0.2272046300202486,,0.0,3.0,1,Low
23,Male,High School,Married,83853.0,712.0,11358.0,Business,Employed,7,Good,0.5871845353205143,166988.0,3.0,2.0,1,Low
47,Male,PhD,Widowed,,616.0,,Auto,Unemployed,14,Fair,0.3218162192984147,208969.0,3.0,3.0,2,Low
25,Non-binary,Bachelor's,Married,33727.0,622.0,33180.0,Personal,Self-employed,6,Fair,0.3540356880253991,233379.0,,1.0,1,Low
41,Non-binary,PhD,Widowed,56660.0,671.0,46052.0,Business,Self-employed,8,Good,0.1720780552431375,87601.0,1.0,,2,Low
66,Male,PhD,Single,111951.0,706.0,12827.0,Auto,Self-employed,19,Excellent,0.2042796649428311,,2.0,3.0,0,Low
66,Female,PhD,Married,88993.0,705.0,36158.0,Personal,Unemployed,16,Fair,0.1690307098416801,157492.0,,2.0,0,Low
23,Male,Bachelor's,Married,,701.0,7697.0,Home,Unemployed,7,Good,0.127195429444555,,4.0,3.0,0,Low
38,Non-binary,PhD,Married,104614.0,648.0,40992.0,Home,Unemployed,2,Fair,0.3213510190971316,166986.0,3.0,3.0,1,High
32,Male,Master's,Married,99211.0,631.0,44886.0,Personal,Unemployed,3,Fair,0.2213203159261484,123213.0,1.0,4.0,1,High
57,Non-binary,Master's,Divorced,,692.0,35771.0,Home,Employed,1,Good,0.5764169666313783,149782.0,0.0,2.0,2,Low
58,Non-binary,High School,Divorced,82583.0,768.0,30366.0,Home,Self-employed,9,Poor,0.5762556025695863,119096.0,2.0,4.0,0,Low
51,Non-binary,High School,Single,98539.0,746.0,,Auto,Employed,18,Excellent,0.2553595935656072,173544.0,,1.0,2,Medium
18,Male,Master's,Widowed,84162.0,606.0,5015.0,Business,Self-employed,17,Poor,0.3890696709800946,275773.0,1.0,1.0,2,Low
61,Female,Bachelor's,Single,25702.0,650.0,31654.0,Auto,Employed,15,Excellent,0.161250745167633,149488.0,0.0,1.0,2,Low
